area_type,location,size,total_sqft,bath,balcony,price,bed_bath,price_per_sqft
Super built-up  Area,Jalahalli West,2,745.0,2,0,50.0,344.0,6711.409
Super built-up  Area,Kereguddadahalli,2,1000.0,2,2,30.0,344.0,3000.0
Super built-up  Area,Jigani,2,923.0,2,1,50.0,344.0,5417.118
Built-up  Area,Yeshwanthpur,2,1000.0,2,2,32.0,344.0,3200.0
Super built-up  Area,Battarahalli,2,1276.0,2,2,45.0,344.0,3526.646
Built-up  Area,Devasthanagalu,3,1460.0,3,2,70.0,516.0,4794.521
Super built-up  Area,Yemlur,2,1355.0,2,1,95.0,344.0,7011.07
Super built-up  Area,Avalahalli,1,833.0,1,1,49.0,172.0,5882.353
Super built-up  Area,Ramamurthy Nagar,2,1200.0,2,1,48.0,344.0,4000.0
Super built-up  Area,Yeshwanthpur,1,669.0,1,1,36.85,172.0,5508.221
Plot  Area,7th Phase JP Nagar,3,2200.0,4,2,105.0,556.0,4772.727
Super built-up  Area,Kothanur,3,1790.0,3,2,105.0,516.0,5865.922
Super built-up  Area,NGR Layout,2,1020.0,2,1,45.0,344.0,4411.765
Super built-up  Area,Vasantapura main road,2,1037.0,2,1,36.28,344.0,3498.554
Super built-up  Area,Whitefield,3,1345.0,2,2,57.0,476.0,4237.918
Super built-up  Area,Kodichikkanahalli,2,1070.0,2,3,43.0,344.0,4018.692
Super built-up  Area,Yeshwanthpur,3,1385.0,2,2,76.18,476.0,5500.361
Super built-up  Area,Kanakpura Road,2,1207.0,2,2,79.9,344.0,6619.718
Super built-up  Area,Varthur,2,1140.0,2,3,55.5,344.0,4868.421
Built-up  Area,Basavanapura,2,1220.0,2,2,68.0,344.0,5573.77
Super built-up  Area,Iblur Village,4,3596.0,5,0,252.0,728.0,7007.786
Built-up  Area,Sarjapur  Road,3,1965.0,3,3,120.0,516.0,6106.87
Built-up  Area,Koramangala,3,1760.0,2,0,115.0,476.0,6534.091
Super built-up  Area,Haralur Road,2,1225.0,2,1,70.0,344.0,5714.286
Super built-up  Area,Marathahalli,2,1075.0,2,2,52.43,344.0,4877.209
Built-up  Area,Panathur,2,1000.0,2,1,68.0,344.0,6800.0
Super built-up  Area,Hennur Road,3,1891.0,3,1,109.0,516.0,5764.146
Super built-up  Area,Yelahanka,2,1322.0,2,2,86.0,344.0,6505.295
Built-up  Area,Bellandur,4,3600.0,4,0,260.0,688.0,7222.222
Super built-up  Area,AECS Layout,2,1045.0,2,1,36.58,344.0,3500.478
Super built-up  Area,Venugopal Reddy Layout,3,1545.0,3,3,85.0,516.0,5501.618
Super built-up  Area,Thanisandra,3,1996.0,3,2,135.0,516.0,6763.527
Super built-up  Area,Brookefield,2,1125.0,2,2,70.0,344.0,6222.222
Super built-up  Area,Mysore Road,3,1560.0,3,1,115.0,516.0,7371.795
Super built-up  Area,BEML Layout,3,2000.0,2,2,85.0,476.0,4250.0
Built-up  Area,Murugeshpalya,4,3100.0,4,2,310.0,688.0,10000.0
Built-up  Area,Lake City,2,780.0,2,1,35.0,344.0,4487.179
Plot  Area,Lakshmipura,2,1350.0,2,1,110.0,344.0,8148.148
Super built-up  Area,Sarjapur  Road,3,2275.0,4,2,180.0,556.0,7912.088
Super built-up  Area,Pragathi Nagar,2,1350.0,2,2,41.0,344.0,3037.037
Super built-up  Area,Haralur Road,3,1464.0,3,3,56.0,516.0,3825.137
Super built-up  Area,Kanakpura Road,3,1570.0,3,3,64.5,516.0,4108.28
Super built-up  Area,Dasanapura,1,708.0,1,0,28.32,172.0,4000.0
Super built-up  Area,Sarjapur  Road,3,1680.0,3,1,160.0,516.0,9523.81
Super built-up  Area,Hoodi,2,1400.0,2,1,82.0,344.0,5857.143
Super built-up  Area,Bellandur,2,1310.0,2,2,72.0,344.0,5496.183
Super built-up  Area,Electronics City Phase 1,2,1175.0,2,1,57.0,344.0,4851.064
Built-up  Area,Chikkalasandra,3,1428.0,2,1,80.0,476.0,5602.241
Plot  Area,Akshaya Nagar,4,750.0,4,2,62.0,688.0,8266.667
Super built-up  Area,Whitefield,4,3252.0,4,3,280.0,688.0,8610.086
Super built-up  Area,Haralur Road,2,1194.0,2,2,46.0,344.0,3852.596
Super built-up  Area,8th Phase JP Nagar,2,1080.0,2,2,35.0,344.0,3240.741
Super built-up  Area,Vijaya Bank Layout,3,1200.0,2,1,68.0,476.0,5666.667
Plot  Area,Whitefield,2,1200.0,2,1,45.0,344.0,3750.0
Plot  Area,Okalipura,5,1200.0,4,3,120.0,820.0,10000.0
Built-up  Area,Bommasandra Industrial Area,3,1320.0,2,1,38.13,476.0,2888.636
Super built-up  Area,Badavala Nagar,3,1842.0,3,2,115.0,516.0,6243.214
Super built-up  Area,Sector 2 HSR Layout,2,1146.0,2,3,55.0,344.0,4799.302
Super built-up  Area,Rachenahalli,1,440.0,1,1,28.0,172.0,6363.636
Super built-up  Area,Sahakara Nagar,2,1048.0,2,3,50.0,344.0,4770.992
Super built-up  Area,Thanisandra,3,1801.0,3,1,115.0,516.0,6385.341
Super built-up  Area,Hennur Road,2,1232.0,2,1,69.61,344.0,5650.162
Super built-up  Area,Whitefield,2,1150.0,2,2,90.0,344.0,7826.087
Super built-up  Area,Talaghattapura,3,1868.0,3,1,120.0,516.0,6423.983
Super built-up  Area,Begur,3,1445.0,2,2,47.1,476.0,3259.516
Super built-up  Area,Hebbal Kempapura,3,1466.0,2,3,140.0,476.0,9549.795
Built-up  Area,Harlur,3,1730.0,3,2,100.0,516.0,5780.347
Super built-up  Area,Somasundara Palya,2,1185.0,2,3,70.0,344.0,5907.173
Built-up  Area,Yeshwanthpur,3,3027.0,4,3,260.0,556.0,8589.362
Built-up  Area,Whitefield,4,2400.0,4,3,147.0,688.0,6125.0
Built-up  Area,Kaval Byrasandra,2,1185.0,2,1,49.0,344.0,4135.021
Super built-up  Area,Hongasandra,2,1150.0,2,2,49.0,344.0,4260.87
Plot  Area,Maruthi Extension,5,2000.0,4,2,180.0,820.0,9000.0
Super built-up  Area,Pai Layout,2,1075.0,2,2,35.0,344.0,3255.814
Super built-up  Area,Hebbal,3,1760.0,3,2,123.0,516.0,6988.636
Super built-up  Area,Banashankari,2,1600.0,2,1,63.98,344.0,3998.75
Super built-up  Area,Haralur Road,2,1000.0,2,1,78.0,344.0,7800.0
Super built-up  Area,7th Phase JP Nagar,2,1215.0,2,2,90.0,344.0,7407.407
Super built-up  Area,EPIP Zone,3,1734.0,3,3,125.0,516.0,7208.766
Super built-up  Area,Akshaya Nagar,2,1280.0,2,1,60.0,344.0,4687.5
Super built-up  Area,Rachenahalli,2,1113.0,2,1,55.0,344.0,4941.599
Super built-up  Area,Horamavu Banaswadi,2,1272.0,2,2,48.0,344.0,3773.585
Built-up  Area,Kereguddadahalli,3,1240.0,3,2,41.0,516.0,3306.452
Super built-up  Area,Yelahanka,2,1100.0,2,1,70.0,344.0,6363.636
Super built-up  Area,Ambalipura,2,896.0,2,1,30.13,344.0,3362.723
Super built-up  Area,BTM 2nd Stage,2,1200.0,2,0,35.0,344.0,2916.667
Built-up  Area,Ramagondanahalli,4,2800.0,4,3,155.0,688.0,5535.714
Super built-up  Area,Hebbal,4,2790.0,4,3,198.0,688.0,7096.774
Built-up  Area,Ramamurthy Nagar,3,3600.0,3,2,150.0,516.0,4166.667
Super built-up  Area,S R Layout,2,1096.0,2,2,48.0,344.0,4379.562
Super built-up  Area,GD Layout,2,1094.0,2,1,44.0,344.0,4021.938
Super built-up  Area,Vittal Nagar,2,1100.0,2,2,49.0,344.0,4454.545
Super built-up  Area,Iblur Village,4,2987.5,5,0,191.0,728.0,6393.305
Super built-up  Area,Nagarbhavi,2,1145.0,2,2,40.0,344.0,3493.45
Super built-up  Area,Rachenahalli,3,1550.0,3,2,74.5,516.0,4806.452
Super built-up  Area,Seegehalli,3,1830.0,4,2,82.0,556.0,4480.874
Super built-up  Area,Hoodi,3,1746.0,3,3,84.95,516.0,4865.407
Built-up  Area,Maruthi Sevanagar,4,1280.0,4,1,115.0,688.0,8984.375
Super built-up  Area,Kengeri,2,918.0,2,1,27.54,344.0,3000.0
Super built-up  Area,Chandapura,1,645.0,1,1,16.45,172.0,2550.388
Super built-up  Area,Banashankari Stage III,3,1305.0,2,1,60.0,476.0,4597.701
Super built-up  Area,Thigalarapalya,2,1207.0,2,2,62.0,344.0,5136.703
Built-up  Area,Thanisandra,3,1678.0,3,2,125.0,516.0,7449.344
Super built-up  Area,Kaggalipura,2,950.0,2,1,50.0,344.0,5263.158
Super built-up  Area,Electronic City,2,1070.0,2,1,55.0,344.0,5140.187
Super built-up  Area,Ardendale,3,1732.46,3,2,92.0,516.0,5310.368
Super built-up  Area,Attibele,3,1639.0,2,1,40.98,476.0,2500.305
Super built-up  Area,Marathahalli,2,1360.0,2,1,103.0,344.0,7573.529
Plot  Area,Malleshpalya,4,2592.0,4,2,250.0,688.0,9645.062
Super built-up  Area,Lakshminarayana Pura,3,1656.0,3,2,150.0,516.0,9057.971
Super built-up  Area,Sarjapur  Road,2,985.0,2,1,49.0,344.0,4974.619
Super built-up  Area,Dodda Nekkundi,3,1999.0,3,2,135.0,516.0,6753.377
Super built-up  Area,7th Phase JP Nagar,2,1050.0,2,1,75.0,344.0,7142.857
Super built-up  Area,Whitefield,3,1440.0,2,2,64.0,476.0,4444.444
Super built-up  Area,Basavangudi,3,1600.0,2,2,160.0,476.0,10000.0
Super built-up  Area,Ramagondanahalli,2,1253.0,2,1,52.66,344.0,4202.713
Plot  Area,Shirdi Sai Nagar,3,1200.0,3,0,85.0,516.0,7083.333
Super built-up  Area,Padmanabhanagar,3,1360.0,2,3,75.0,476.0,5514.706
Super built-up  Area,Hagadur,2,1086.0,2,1,47.5,344.0,4373.849
Super built-up  Area,Wilson Garden,3,1655.0,3,2,155.0,516.0,9365.559
Super built-up  Area,Sarjapur  Road,2,1418.0,2,2,78.0,344.0,5500.705
Super built-up  Area,Kalena Agrahara,2,1270.0,2,2,100.0,344.0,7874.016
Super built-up  Area,Begur Road,3,1410.0,2,3,52.17,476.0,3700.0
Super built-up  Area,"JP Nagar 7th Phase, ",2,1150.0,2,1,74.0,344.0,6434.783
Plot  Area,Ramamurthy Nagar,2,600.0,3,2,45.0,384.0,7500.0
Built-up  Area,Raghuvanahalli,3,1440.0,3,2,65.8,516.0,4569.444
Plot  Area,J C Nagar,3,1200.0,2,0,108.0,476.0,9000.0
Super built-up  Area,Sadduguntepalya,2,1200.0,2,2,75.0,344.0,6250.0
Super built-up  Area,Begur Road,3,1410.0,2,3,50.06,476.0,3550.355
Plot  Area,Chandapura,4,1200.0,5,2,92.0,728.0,7666.667
Plot  Area,Jalahalli,3,600.0,3,2,60.0,516.0,10000.0
Built-up  Area,Whitefield,1,624.0,1,1,35.0,172.0,5608.974
Super built-up  Area,Electronic City,2,1060.0,2,1,58.0,344.0,5471.698
Super built-up  Area,Hebbal,4,3960.0,5,3,386.0,728.0,9747.475
Plot  Area,Whitefield,2,1200.0,2,1,45.0,344.0,3750.0
Built-up  Area,Sarjapur,4,1917.0,3,0,60.0,648.0,3129.89
Super built-up  Area,KR Puram,2,950.0,2,1,40.0,344.0,4210.526
Super built-up  Area,BTM 2nd Stage,3,1250.0,3,1,50.0,516.0,4000.0
Super built-up  Area,Vishwapriya Layout,2,1235.0,2,2,60.0,344.0,4858.3
Super built-up  Area,Budigere,1,722.0,1,0,46.0,172.0,6371.191
Plot  Area,Kanakpura Road,4,2775.0,3,1,165.0,648.0,5945.946
Built-up  Area,Sarjapur  Road,2,1200.0,2,1,93.0,344.0,7750.0
Built-up  Area,Mallathahalli,3,1225.0,3,3,60.0,516.0,4897.959
Super built-up  Area,Marathahalli,2,1220.0,2,1,58.5,344.0,4795.082
Super built-up  Area,Nagavarapalya,1,705.0,1,1,52.5,172.0,7446.809
Super built-up  Area,Battarahalli,3,1880.0,3,2,94.36,516.0,5019.149
Plot  Area,Yelahanka,2,1200.0,2,1,70.0,344.0,5833.333
Built-up  Area,Doddakammanahalli,3,1550.0,2,1,60.0,476.0,3870.968
Super built-up  Area,Lingadheeranahalli,3,1893.0,3,1,130.0,516.0,6867.406
Super built-up  Area,HMT Layout,3,1650.0,3,2,75.0,516.0,4545.455
Built-up  Area,Chikkathoguru,2,1113.0,2,2,46.0,344.0,4132.974
Super built-up  Area,Sarjapur  Road,3,1586.0,3,3,70.0,516.0,4413.619
Plot  Area,Seegehalli,3,4000.0,3,1,235.0,516.0,5875.0
Super built-up  Area,Yelahanka New Town,3,1541.0,3,3,80.0,516.0,5191.434
Super built-up  Area,Haralur Road,3,1830.0,3,2,101.0,516.0,5519.126
Super built-up  Area,Kodigehalli,2,1200.0,2,2,48.0,344.0,4000.0
Plot  Area,Bidrahalli,3,1800.0,2,0,72.0,476.0,4000.0
Super built-up  Area,Bommasandra,2,1015.0,2,1,40.0,344.0,3940.887
Super built-up  Area,Raja Rajeshwari Nagar,2,1120.0,2,2,37.95,344.0,3388.393
Super built-up  Area,Hoodi,1,706.0,1,1,48.24,172.0,6832.861
Plot  Area,Medi Agrahara,4,1350.0,4,2,85.0,688.0,6296.296
Plot  Area,Kanakpura Road,3,1900.0,3,1,99.0,516.0,5210.526
Built-up  Area,Seegehalli,4,3000.0,5,3,150.0,728.0,5000.0
Super built-up  Area,Bisuvanahalli,3,1075.0,2,1,42.0,476.0,3906.977
Super built-up  Area,Kanakpura Road,2,1290.0,2,3,80.0,344.0,6201.55
Super built-up  Area,Akshaya Nagar,2,1200.0,2,1,50.0,344.0,4166.667
Built-up  Area,Hormavu,2,1150.0,2,1,53.11,344.0,4618.261
Super built-up  Area,Uttarahalli,3,1360.0,2,3,61.2,476.0,4500.0
Super built-up  Area,whitefiled,2,935.0,2,1,32.73,344.0,3500.535
Super built-up  Area,Cox Town,3,1730.0,3,3,140.0,516.0,8092.486
Super built-up  Area,Sarjapur  Road,2,1260.0,2,2,53.0,344.0,4206.349
Super built-up  Area,Marathahalli,2,950.0,2,1,45.68,344.0,4808.421
Built-up  Area,Vadarpalya,5,2500.0,5,2,120.0,860.0,4800.0
Super built-up  Area,Hegde Nagar,4,3216.0,5,2,300.0,728.0,9328.358
Super built-up  Area,Budigere,3,1991.0,4,2,88.0,556.0,4419.89
Super built-up  Area,Sarjapur  Road,2,1115.0,2,1,60.0,344.0,5381.166
Super built-up  Area,Koramangala,3,1900.0,3,3,150.0,516.0,7894.737
Super built-up  Area,Whitefield,2,1109.0,2,1,41.49,344.0,3741.208
Super built-up  Area,Rajiv Nagar,4,2340.0,5,1,129.0,728.0,5512.821
Super built-up  Area,9th Phase JP Nagar,2,1005.0,2,1,43.0,344.0,4278.607
Super built-up  Area,Kengeri,1,416.0,1,1,19.5,172.0,4687.5
Super built-up  Area,1st Phase JP Nagar,2,1394.0,2,1,100.0,344.0,7173.601
Super built-up  Area,Harlur,3,2138.0,3,2,110.0,516.0,5144.995
Super built-up  Area,Nagavarapalya,3,1300.0,3,1,80.0,516.0,6153.846
Super built-up  Area,Thanisandra,2,1265.0,2,2,82.0,344.0,6482.213
Built-up  Area,Manorayana Palya,2,1140.0,2,2,52.0,344.0,4561.404
Carpet  Area,BCC Layout,2,1050.0,2,3,40.0,344.0,3809.524
Built-up  Area,Thanisandra,2,1100.0,2,1,48.0,344.0,4363.636
Super built-up  Area,Varthur,2,1012.0,2,1,59.0,344.0,5830.04
Plot  Area,Varthur,4,1600.0,4,3,112.0,688.0,7000.0
Super built-up  Area,Yelahanka,2,1326.0,2,2,57.0,344.0,4298.643
Built-up  Area,Hebbal Kempapura,3,1654.0,2,3,85.0,476.0,5139.057
Super built-up  Area,Chikkalasandra,2,1070.0,2,1,42.8,344.0,4000.0
Super built-up  Area,Whitefield,3,1700.0,3,2,95.0,516.0,5588.235
Carpet  Area,Bhoganhalli,2,910.2,2,1,80.64,344.0,8859.591
Super built-up  Area,Kogilu,2,1140.0,2,2,50.66,344.0,4443.86
Plot  Area,Whitefield,4,4960.0,4,3,400.0,688.0,8064.516
Super built-up  Area,Talaghattapura,3,2254.0,3,2,170.0,516.0,7542.147
Super built-up  Area,Kanakapura,2,945.0,2,1,47.0,344.0,4973.545
Super built-up  Area,Marathahalli,1,615.0,1,1,44.0,172.0,7154.472
Plot  Area,Ramamurthy Nagar,2,1110.0,2,0,65.0,344.0,5855.856
Super built-up  Area,Electronic City,2,1025.0,2,1,54.1,344.0,5278.049
Built-up  Area,Vinayak Nagar,3,1758.0,3,2,95.0,516.0,5403.868
Super built-up  Area,Kaikondrahalli,3,1342.0,3,3,92.0,516.0,6855.44
Super built-up  Area,Kalyan nagar,3,1800.0,3,2,85.0,516.0,4722.222
Built-up  Area,Whitefield,4,2928.0,4,3,198.0,688.0,6762.295
Built-up  Area,Doddathoguru,2,1140.0,2,3,32.0,344.0,2807.018
Super built-up  Area,Raja Rajeshwari Nagar,2,1608.0,2,2,85.0,344.0,5286.07
Super built-up  Area,Kadugodi,3,1645.0,2,2,82.0,476.0,4984.802
Super built-up  Area,Ramamurthy Nagar,3,1410.0,2,1,56.4,476.0,4000.0
Super built-up  Area,Harlur,2,1200.0,2,2,52.0,344.0,4333.333
Super built-up  Area,8th Phase JP Nagar,3,1275.0,2,2,41.5,476.0,3254.902
Super built-up  Area,Kada Agrahara,3,909.0,2,1,40.0,476.0,4400.44
Built-up  Area,Basavanapura,2,1200.0,3,0,85.0,384.0,7083.333
Super built-up  Area,Kalyan nagar,2,1080.0,2,2,73.0,344.0,6759.259
Plot  Area,Madanayakahalli,2,1200.0,2,1,34.0,344.0,2833.333
Super built-up  Area,Akshaya Nagar,2,1092.0,2,1,60.0,344.0,5494.505
Super built-up  Area,Jalahalli,3,1932.0,4,3,135.0,556.0,6987.578
Super built-up  Area,KR Puram,2,1156.0,2,1,72.0,344.0,6228.374
Super built-up  Area,Bellandur,2,924.0,2,2,35.11,344.0,3799.784
Super built-up  Area,Thubarahalli,2,1330.0,2,1,75.0,344.0,5639.098
Super built-up  Area,Thanisandra,3,1917.0,4,2,113.0,556.0,5894.627
Super built-up  Area,Chandapura,2,985.0,2,1,25.12,344.0,2550.254
Super built-up  Area,Kodigehalli,1,655.0,1,1,53.0,172.0,8091.603
Built-up  Area,4th Block Koramangala,3,1800.0,3,3,140.0,516.0,7777.778
Built-up  Area,Margondanahalli,4,1360.0,2,2,45.0,608.0,3308.824
Super built-up  Area,Bellandur,3,1785.0,3,3,118.0,516.0,6610.644
Super built-up  Area,Hebbal,3,1645.0,3,2,120.0,516.0,7294.833
Super built-up  Area,Gottigere,2,1235.0,2,2,63.0,344.0,5101.215
Plot  Area,Anandapura,2,900.0,2,0,48.0,344.0,5333.333
Super built-up  Area,Thanisandra,1,662.0,1,1,42.0,172.0,6344.411
Plot  Area,TC Palaya,5,1440.0,5,1,100.0,860.0,6944.444
Super built-up  Area,Whitefield,2,1215.0,2,1,62.0,344.0,5102.881
Super built-up  Area,Bisuvanahalli,2,845.0,2,1,37.0,344.0,4378.698
Super built-up  Area,Sarjapur  Road,3,1525.0,2,2,87.0,476.0,5704.918
Built-up  Area,Jaladarsini Layout,2,1000.0,2,2,48.0,344.0,4800.0
Super built-up  Area,Hebbal,3,1255.0,2,1,90.0,476.0,7171.315
Super built-up  Area,Mysore Road,3,1560.0,3,2,120.0,516.0,7692.308
Built-up  Area,Kasavanhalli,3,2100.0,3,3,110.0,516.0,5238.095
Super built-up  Area,Kodichikkanahalli,3,1620.0,2,2,85.0,476.0,5246.914
Super built-up  Area,Marathahalli,3,1595.0,3,2,90.0,516.0,5642.633
Super built-up  Area,Basavanapura,2,1095.0,2,2,38.52,344.0,3517.808
Built-up  Area,9th Phase JP Nagar,2,835.0,2,0,37.0,344.0,4431.138
Super built-up  Area,Hennur Road,3,2182.0,3,2,72.04,516.0,3301.558
Super built-up  Area,Thigalarapalya,2,1418.0,2,2,106.0,344.0,7475.317
Super built-up  Area,Sanjay nagar,3,1900.0,2,2,180.0,476.0,9473.684
Super built-up  Area,Whitefield,3,2700.0,5,2,175.0,596.0,6481.481
Super built-up  Area,BTM 2nd Stage,2,1070.0,2,1,48.0,344.0,4485.981
Super built-up  Area,Electronics City Phase 1,1,755.0,1,1,42.41,172.0,5617.219
Super built-up  Area,Hebbal,3,1645.0,3,2,117.0,516.0,7112.462
Plot  Area,Sarjapur,3,2400.0,3,2,190.0,516.0,7916.667
Super built-up  Area,Chandapura,1,645.0,1,1,16.45,172.0,2550.388
Plot  Area,Attur Layout,3,2400.0,4,2,200.0,556.0,8333.333
Built-up  Area,Electronics City Phase 1,2,919.0,2,0,28.0,344.0,3046.79
Super built-up  Area,Sarjapur  Road,2,1346.0,2,1,71.32,344.0,5298.663
Built-up  Area,Electronic City Phase II,2,1070.0,2,2,45.0,344.0,4205.607
Super built-up  Area,Begur Road,2,1225.0,2,1,35.52,344.0,2899.592
Built-up  Area,Neeladri Nagar,1,640.0,1,1,20.5,172.0,3203.125
Super built-up  Area,Chikkalasandra,3,1310.0,2,1,52.4,476.0,4000.0
Super built-up  Area,Kanakapura,2,1190.0,2,2,39.0,344.0,3277.311
Super built-up  Area,Basavanna Nagar,3,1645.0,3,2,87.5,516.0,5319.149
Super built-up  Area,Marathahalli,2,1350.0,2,1,89.0,344.0,6592.593
Super built-up  Area,Vittasandra,2,1404.0,2,1,68.8,344.0,4900.285
Super built-up  Area,Electronic City,3,1105.0,2,1,35.0,476.0,3167.421
Super built-up  Area,Kanakpura Road,2,900.0,2,1,41.0,344.0,4555.556
Super built-up  Area,Dodda Nekkundi,2,1100.0,2,1,41.15,344.0,3740.909
Built-up  Area,Thanisandra,4,2100.0,4,1,95.0,688.0,4523.81
Super built-up  Area,Thanisandra,3,1948.0,3,2,130.0,516.0,6673.511
Super built-up  Area,Singasandra,3,1464.0,3,2,56.0,516.0,3825.137
Super built-up  Area,Raja Rajeshwari Nagar,2,1210.0,2,2,45.0,344.0,3719.008
Built-up  Area,Yelahanka,5,4000.0,5,2,220.0,860.0,5500.0
Super built-up  Area,Brooke Bond First Cross,2,1252.0,2,2,55.0,344.0,4392.971
Super built-up  Area,Kundalahalli Colony,3,2600.0,3,2,140.0,516.0,5384.615
Super built-up  Area,7th Phase JP Nagar,3,1300.0,3,2,89.13,516.0,6856.154
Super built-up  Area,7th Phase JP Nagar,2,1130.0,2,2,73.0,344.0,6460.177
Built-up  Area,Thanisandra,3,1690.0,3,2,125.0,516.0,7396.45
Built-up  Area,Padmanabhanagar,3,4500.0,4,2,360.0,556.0,8000.0
Super built-up  Area,Tasker Town,2,950.0,2,1,60.0,344.0,6315.789
Super built-up  Area,Marathahalli,2,1020.0,2,1,57.0,344.0,5588.235
Built-up  Area,"Hoodi Circle, ",4,2107.0,4,3,95.0,688.0,4508.78
Super built-up  Area,Marathahalli,3,1735.0,3,2,72.0,516.0,4149.856
Built-up  Area,Sarjapur  Road,2,915.0,2,2,37.0,344.0,4043.716
Super built-up  Area,Glass Factory Layout,3,1450.0,3,3,68.0,516.0,4689.655
Super built-up  Area,Thigalarapalya,3,2215.0,4,2,156.0,556.0,7042.889
Super built-up  Area,Raghavendra Nagar,3,2431.0,3,1,100.0,516.0,4113.534
Super built-up  Area,Hennur Road,3,1804.0,3,2,102.0,516.0,5654.102
Super built-up  Area,Marathahalli,2,1600.0,3,2,88.0,384.0,5500.0
Super built-up  Area,Uttarahalli,2,1280.0,2,2,75.0,344.0,5859.375
Super built-up  Area,Hebbal,3,1255.0,3,2,77.68,516.0,6189.641
Super built-up  Area,Hoodi,2,1257.0,2,1,69.0,344.0,5489.26
Super built-up  Area,Raja Rajeshwari Nagar,2,1240.0,2,1,53.27,344.0,4295.968
Super built-up  Area,Hulimavu,2,1255.0,2,3,66.0,344.0,5258.964
Super built-up  Area,Ananth Nagar,2,870.0,2,2,36.0,344.0,4137.931
Super built-up  Area,Tumkur Road,3,1789.0,3,2,98.0,516.0,5477.921
Super built-up  Area,Electronic City,2,660.0,1,1,18.0,304.0,2727.273
Plot  Area,"Basnashankari,6th stage,",3,600.0,3,1,54.0,516.0,9000.0
Super built-up  Area,Coffee Board Layout,2,1155.0,2,3,56.0,344.0,4848.485
Super built-up  Area,R.T. Nagar,2,1235.0,2,2,65.0,344.0,5263.158
Plot  Area,Yelahanka,4,2675.0,4,2,140.0,688.0,5233.645
Super built-up  Area,CV Raman Nagar,2,1025.0,2,2,50.0,344.0,4878.049
Built-up  Area,Raja Rajeshwari Nagar,3,1395.0,2,2,72.0,476.0,5161.29
Super built-up  Area,Rachenahalli,3,1530.0,2,2,74.4,476.0,4862.745
Super built-up  Area,Dodda Nekkundi,3,1252.0,2,1,71.0,476.0,5670.927
Super built-up  Area,Hennur Road,2,1081.0,2,1,30.27,344.0,2800.185
Super built-up  Area,Choodasandra,3,1220.0,3,2,56.0,516.0,4590.164
Built-up  Area,Jigani,3,1408.0,2,0,55.0,476.0,3906.25
Super built-up  Area,Bisuvanahalli,3,1180.0,2,1,60.0,476.0,5084.746
Super built-up  Area,Sarjapur  Road,1,715.0,1,2,29.0,172.0,4055.944
Super built-up  Area,Sarjapur  Road,2,1230.0,2,3,94.5,344.0,7682.927
Super built-up  Area,Kaggadasapura,2,1035.0,2,2,45.5,344.0,4396.135
Super built-up  Area,EPIP Zone,4,3360.0,5,0,225.0,728.0,6696.429
Super built-up  Area,Kathriguppe,3,1300.0,3,2,77.99,516.0,5999.231
Super built-up  Area,Kanakpura Road,3,1100.0,3,1,52.97,516.0,4815.455
Super built-up  Area,Whitefield,2,1216.0,2,1,84.0,344.0,6907.895
Super built-up  Area,Shirdi Sai Layout,2,1450.0,2,3,62.63,344.0,4319.31
Super built-up  Area,Nagavarapalya,1,705.0,1,1,57.0,172.0,8085.106
Super built-up  Area,Gottigere,3,1385.0,3,2,64.0,516.0,4620.939
Plot  Area,Anekal,2,1200.0,2,1,36.1,344.0,3008.333
Super built-up  Area,Electronic City Phase II,3,1310.0,2,1,32.75,476.0,2500.0
Built-up  Area,Sarjapur  Road,2,1043.0,2,1,39.5,344.0,3787.152
Super built-up  Area,Koramangala,2,1320.0,2,2,110.0,344.0,8333.333
Super built-up  Area,Varthur,2,1140.0,2,2,39.9,344.0,3500.0
Built-up  Area,Kadugodi,2,1100.0,2,1,45.0,344.0,4090.909
Super built-up  Area,Hebbal,3,1586.0,3,2,90.0,516.0,5674.653
Super built-up  Area,Chandapura,2,975.0,2,1,24.86,344.0,2549.744
Built-up  Area,Amruthnagar,2,1365.0,3,2,60.0,384.0,4395.604
Super built-up  Area,Rajaji Nagar,2,1263.0,2,0,107.0,344.0,8471.892
Super built-up  Area,Begur Road,3,1565.0,2,2,59.76,476.0,3818.53
Super built-up  Area,Whitefield,4,2882.0,5,1,204.0,728.0,7078.418
Super built-up  Area,Hennur Road,3,2320.0,3,2,170.0,516.0,7327.586
Built-up  Area,Sarjapur  Road,3,1750.0,3,3,99.0,516.0,5657.143
Super built-up  Area,Kudlu,2,1143.0,2,1,55.0,344.0,4811.899
Super built-up  Area,Hennur Road,3,1936.0,3,1,118.0,516.0,6095.041
Super built-up  Area,Chandapura,2,700.0,1,1,19.0,304.0,2714.286
Super built-up  Area,Chikkakannalli,3,1402.0,2,2,85.0,476.0,6062.767
Super built-up  Area,Electronic City,2,1000.0,2,2,41.0,344.0,4100.0
Super built-up  Area,Gottigere,2,1000.0,2,1,35.0,344.0,3500.0
Super built-up  Area,Kengeri Satellite Town,2,818.0,2,1,26.0,344.0,3178.484
Built-up  Area,Bommenahalli,4,1680.0,3,0,135.0,648.0,8035.714
Super built-up  Area,Kalyan nagar,4,2422.0,3,2,150.0,648.0,6193.229
Super built-up  Area,Indira Nagar,2,1145.0,2,2,100.0,344.0,8733.624
Super built-up  Area,Chandapura,3,1190.0,2,2,30.35,476.0,2550.42
